"","x"
"15798",FALSE
"15799",FALSE
"15800",FALSE
"15801",TRUE
"15802",TRUE
"15803",FALSE
"15804",FALSE
"15805",FALSE
"15806",FALSE
"15807",FALSE
"15808",FALSE
"15809",FALSE
"15810",TRUE
"15811",FALSE
"15812",FALSE
"15813",FALSE
"15814",FALSE
"15815",FALSE
"15816",FALSE
"15817",FALSE
"15818",FALSE
"15819",FALSE
"15820",FALSE
"15821",FALSE
"15822",FALSE
"15823",FALSE
"15824",FALSE
"15825",FALSE
"15826",FALSE
"15827",FALSE
"15828",FALSE
"15829",FALSE
"15830",FALSE
"15831",FALSE
"15832",FALSE
"15833",FALSE
"15834",FALSE
"15835",FALSE
"15836",FALSE
"15837",FALSE
"15838",FALSE
"15839",FALSE
"15840",FALSE
"15841",FALSE
"15842",FALSE
"15843",FALSE
"15844",FALSE
"15845",FALSE
"15846",FALSE
"15847",FALSE
"15848",FALSE
"15849",FALSE
"15850",FALSE
"15851",FALSE
"15852",FALSE
"15853",FALSE
"15854",FALSE
"15855",FALSE
"15856",FALSE
"15857",FALSE
"15858",FALSE
"15859",TRUE
"15860",TRUE
"15861",FALSE
"15862",FALSE
"15863",FALSE
"15864",FALSE
"15865",FALSE
"15866",FALSE
"15867",FALSE
"15868",TRUE
"15869",FALSE
"15870",FALSE
"15871",FALSE
"15872",FALSE
"15873",FALSE
"15874",FALSE
"15875",FALSE
"15876",FALSE
"15877",FALSE
"15878",FALSE
"15879",FALSE
"15880",FALSE
"15881",FALSE
"15882",FALSE
"15883",FALSE
"15884",FALSE
"15885",FALSE
"15886",FALSE
"15887",FALSE
"15888",FALSE
"15889",FALSE
"15890",FALSE
"15891",FALSE
"15892",FALSE
"15893",FALSE
"15894",FALSE
"15895",FALSE
"15896",FALSE
"15897",FALSE
"15898",FALSE
"15899",FALSE
"15900",FALSE
"15901",FALSE
"15902",FALSE
"15903",FALSE
"15904",FALSE
"15905",FALSE
"15906",FALSE
"15907",FALSE
"15908",FALSE
"15909",FALSE
"15910",FALSE
"15911",FALSE
"15912",FALSE
"15913",FALSE
"15914",FALSE
"15915",FALSE
"15916",FALSE
"15917",TRUE
"15918",TRUE
"15919",FALSE
"15920",FALSE
"15921",FALSE
"15922",FALSE
"15923",FALSE
"15924",FALSE
"15925",TRUE
"15926",TRUE
"15927",FALSE
"15928",FALSE
"15929",FALSE
"15930",FALSE
"15931",FALSE
"15932",FALSE
"15933",FALSE
"15934",FALSE
"15935",FALSE
"15936",FALSE
"15937",FALSE
"15938",FALSE
"15939",FALSE
"15940",FALSE
"15941",FALSE
"15942",FALSE
"15943",FALSE
"15944",FALSE
"15945",FALSE
"15946",FALSE
"15947",FALSE
"15948",FALSE
"15949",FALSE
"15950",FALSE
"15951",FALSE
"15952",FALSE
"15953",FALSE
"15954",FALSE
"15955",FALSE
"15956",FALSE
"15957",FALSE
"15958",FALSE
"15959",FALSE
"15960",FALSE
"15961",FALSE
"15962",FALSE
"15963",FALSE
"15964",FALSE
"15965",FALSE
"15966",FALSE
"15967",FALSE
"15968",FALSE
"15969",FALSE
"15970",FALSE
"15971",FALSE
"15972",FALSE
"15973",FALSE
"15974",FALSE
"15975",FALSE
"15976",TRUE
"15977",TRUE
"15978",FALSE
"15979",FALSE
"15980",FALSE
"15981",FALSE
"15982",TRUE
"15983",TRUE
"15984",FALSE
"15985",FALSE
"15986",FALSE
"15987",FALSE
"15988",FALSE
"15989",FALSE
"15990",FALSE
"15991",FALSE
"15992",FALSE
"15993",FALSE
"15994",FALSE
"15995",FALSE
"15996",FALSE
"15997",FALSE
"15998",FALSE
"15999",FALSE
"16000",FALSE
"16001",FALSE
"16002",FALSE
"16003",FALSE
"16004",FALSE
"16005",FALSE
"16006",FALSE
"16007",FALSE
"16008",FALSE
"16009",FALSE
"16010",FALSE
"16011",FALSE
"16012",FALSE
"16013",FALSE
"16014",FALSE
"16015",FALSE
"16016",FALSE
"16017",FALSE
"16018",FALSE
"16019",FALSE
"16020",FALSE
"16021",FALSE
"16022",FALSE
"16023",FALSE
"16024",FALSE
"16025",FALSE
"16026",FALSE
"16027",FALSE
"16028",FALSE
"16029",FALSE
"16030",FALSE
"16031",FALSE
"16032",FALSE
"16033",FALSE
"16034",TRUE
"16035",FALSE
"16036",FALSE
"16037",FALSE
"16038",FALSE
"16039",FALSE
"16040",FALSE
"16041",TRUE
"16042",FALSE
"16043",FALSE
"16044",FALSE
"16045",FALSE
"16046",FALSE
"16047",FALSE
"16048",FALSE
"16049",FALSE
"16050",FALSE
"16051",FALSE
"16052",FALSE
"16053",FALSE
"16054",FALSE
"16055",FALSE
"16056",FALSE
"16057",FALSE
"16058",FALSE
"16059",FALSE
"16060",FALSE
"16061",FALSE
"16062",FALSE
"16063",FALSE
"16064",FALSE
"16065",FALSE
"16066",FALSE
"16067",FALSE
"16068",FALSE
"16069",FALSE
"16070",FALSE
"16071",FALSE
"16072",FALSE
"16073",FALSE
"16074",FALSE
"16075",FALSE
"16076",FALSE
"16077",FALSE
"16078",FALSE
"16079",FALSE
"16080",FALSE
"16081",FALSE
"16082",FALSE
"16083",FALSE
"16084",FALSE
"16085",FALSE
"16086",FALSE
"16087",FALSE
"16088",FALSE
"16089",FALSE
"16090",FALSE
"16091",TRUE
"16092",FALSE
"16093",TRUE
"16094",FALSE
"16095",FALSE
"16096",FALSE
"16097",FALSE
"16098",FALSE
"16099",FALSE
"16100",TRUE
"16101",FALSE
"16102",FALSE
"16103",FALSE
"16104",FALSE
"16105",FALSE
"16106",FALSE
"16107",FALSE
"16108",FALSE
"16109",FALSE
"16110",FALSE
"16111",FALSE
"16112",FALSE
"16113",FALSE
"16114",FALSE
"16115",FALSE
"16116",FALSE
"16117",FALSE
"16118",FALSE
"16119",FALSE
"16120",FALSE
"16121",FALSE
"16122",FALSE
"16123",FALSE
"16124",FALSE
"16125",FALSE
"16126",FALSE
"16127",FALSE
"16128",FALSE
"16129",FALSE
"16130",FALSE
"16131",FALSE
"16132",FALSE
"16133",FALSE
"16134",FALSE
"16135",FALSE
"16136",FALSE
"16137",FALSE
"16138",FALSE
"16139",FALSE
"16140",FALSE
"16141",FALSE
"16142",FALSE
"16143",FALSE
"16144",FALSE
"16145",FALSE
"16146",FALSE
"16147",FALSE
"16148",FALSE
"16149",FALSE
"16150",FALSE
"16151",FALSE
"16152",FALSE
"16153",FALSE
"16154",FALSE
"16155",FALSE
"16156",FALSE
"16157",FALSE
"16158",FALSE
"16159",FALSE
"16160",FALSE
"16161",FALSE
"16162",FALSE
"16163",FALSE
"16164",FALSE
"16165",FALSE
"16166",FALSE
"16167",FALSE
"16168",FALSE
"16169",FALSE
"16170",FALSE
"16171",FALSE
"16172",FALSE
"16173",FALSE
"16174",FALSE
"16175",FALSE
"16176",FALSE
"16177",FALSE
"16178",FALSE
"16179",FALSE
"16180",FALSE
"16181",FALSE
"16182",FALSE
"16183",FALSE
"16184",FALSE
"16185",FALSE
"16186",FALSE
"16187",FALSE
"16188",FALSE
"16189",FALSE
"16190",FALSE
"16191",FALSE
"16192",FALSE
"16193",FALSE
"16194",FALSE
"16195",FALSE
"16196",FALSE
"16197",FALSE
"16198",FALSE
"16199",FALSE
"16200",FALSE
"16201",FALSE
"16202",FALSE
"16203",FALSE
"16204",FALSE
"16205",FALSE
"16206",FALSE
"16207",FALSE
"16208",FALSE
"16209",FALSE
"16210",FALSE
"16211",FALSE
"16212",FALSE
"16213",FALSE
"16214",FALSE
"16215",FALSE
"16216",FALSE
"16217",FALSE
"16218",FALSE
"16219",FALSE
"16220",FALSE
"16221",FALSE
"16222",FALSE
"16223",FALSE
"16224",FALSE
"16225",FALSE
"16226",FALSE
"16227",FALSE
"16228",FALSE
"16229",FALSE
"16230",FALSE
"16231",FALSE
"16232",FALSE
"16233",FALSE
"16234",FALSE
"16235",FALSE
"16236",FALSE
"16237",FALSE
"16238",FALSE
"16239",FALSE
"16240",FALSE
"16241",FALSE
"16242",FALSE
"16243",FALSE
"16244",FALSE
"16245",FALSE
"16246",FALSE
"16247",FALSE
"16248",FALSE
"16249",FALSE
"16250",FALSE
"16251",FALSE
"16252",FALSE
"16253",FALSE
"16254",FALSE
"16255",FALSE
"16256",FALSE
"16257",FALSE
"16258",FALSE
"16259",FALSE
"16260",FALSE
"16261",FALSE
"16262",FALSE
"16263",FALSE
"16264",FALSE
"16265",FALSE
"16266",FALSE
"16267",FALSE
"16268",FALSE
"16269",FALSE
"16270",FALSE
"16271",FALSE
"16272",FALSE
"16273",FALSE
"16274",FALSE
"16275",FALSE
"16276",FALSE
"16277",FALSE
"16278",FALSE
"16279",FALSE
"16280",FALSE
"16281",FALSE
"16282",FALSE
"16283",FALSE
"16284",FALSE
"16285",FALSE
"16286",FALSE
"16287",FALSE
"16288",FALSE
"16289",FALSE
"16290",FALSE
"16291",FALSE
"16292",FALSE
"16293",FALSE
"16294",FALSE
"16295",FALSE
"16296",FALSE
"16297",FALSE
"16298",FALSE
"16299",FALSE
"16300",FALSE
"16301",FALSE
"16302",FALSE
"16303",FALSE
"16304",FALSE
"16305",FALSE
"16306",FALSE
"16307",FALSE
"16308",FALSE
"16309",FALSE
"16310",FALSE
"16311",FALSE
"16312",FALSE
"16313",FALSE
"16314",FALSE
"16315",FALSE
"16316",FALSE
"16317",FALSE
"16318",FALSE
"16319",FALSE
"16320",FALSE
"16321",FALSE
"16322",FALSE
"16323",FALSE
"16324",FALSE
"16325",FALSE
"16326",FALSE
"16327",FALSE
"16328",FALSE
"16329",FALSE
"16330",FALSE
"16331",FALSE
"16332",FALSE
"16333",FALSE
"16334",FALSE
"16335",FALSE
"16336",FALSE
"16337",FALSE
"16338",FALSE
"16339",FALSE
"16340",FALSE
"16341",FALSE
"16342",FALSE
"16343",FALSE
"16344",FALSE
"16345",FALSE
"16346",FALSE
"16347",FALSE
"16348",FALSE
"16349",FALSE
"16350",FALSE
"16351",FALSE
"16352",FALSE
"16353",FALSE
"16354",FALSE
"16355",FALSE
"16356",FALSE
"16357",FALSE
"16358",FALSE
"16359",FALSE
"16360",FALSE
"16361",FALSE
"16362",FALSE
"16363",FALSE
"16364",FALSE
"16365",FALSE
"16366",FALSE
"16367",FALSE
"16368",FALSE
"16369",FALSE
"16370",FALSE
"16371",FALSE
"16372",FALSE
"16373",FALSE
"16374",FALSE
"16375",FALSE
"16376",FALSE
"16377",FALSE
"16378",FALSE
"16379",FALSE
"16380",FALSE
"16381",FALSE
"16382",FALSE
"16383",FALSE
"16384",FALSE
"16385",FALSE
"16386",FALSE
"16387",FALSE
"16388",FALSE
"16389",FALSE
"16390",FALSE
"16391",FALSE
"16392",FALSE
"16393",FALSE
"16394",FALSE
"16395",FALSE
"16396",FALSE
"16397",FALSE
"16398",FALSE
"16399",FALSE
"16400",FALSE
"16401",FALSE
"16402",FALSE
"16403",FALSE
"16404",FALSE
"16405",FALSE
"16406",FALSE
"16407",FALSE
"16408",FALSE
"16409",FALSE
"16410",FALSE
"16411",FALSE
"16412",FALSE
"16413",FALSE
"16414",FALSE
"16415",FALSE
"16416",FALSE
"16417",FALSE
"16418",FALSE
"16419",FALSE
"16420",FALSE
"16421",FALSE
"16422",FALSE
"16423",FALSE
"16424",FALSE
"16425",FALSE
"16426",FALSE
"16427",FALSE
"16428",FALSE
"16429",FALSE
"16430",FALSE
"16431",FALSE
"16432",FALSE
"16433",FALSE
"16434",FALSE
"16435",FALSE
"16436",FALSE
"16437",FALSE
"16438",FALSE
"16439",FALSE
"16440",FALSE
"16441",FALSE
"16442",FALSE
"16443",FALSE
"16444",FALSE
"16445",FALSE
"16446",FALSE
"16447",FALSE
"16448",FALSE
"16449",FALSE
"16450",FALSE
"16451",FALSE
"16452",FALSE
"16453",FALSE
"16454",FALSE
"16455",FALSE
"16456",FALSE
"16457",FALSE
"16458",FALSE
"16459",FALSE
"16460",FALSE
"16461",FALSE
"16462",FALSE
"16463",FALSE
"16464",FALSE
"16465",FALSE
"16466",FALSE
"16467",FALSE
"16468",FALSE
"16469",FALSE
"16470",FALSE
"16471",FALSE
"16472",FALSE
"16473",FALSE
"16474",FALSE
"16475",FALSE
"16476",FALSE
"16477",FALSE
"16478",FALSE
"16479",FALSE
"16480",FALSE
"16481",FALSE
"16482",FALSE
"16483",FALSE
"16484",FALSE
"16485",FALSE
"16486",FALSE
"16487",FALSE
"16488",FALSE
"16489",FALSE
"16490",FALSE
"16491",FALSE
"16492",FALSE
"16493",FALSE
"16494",FALSE
"16495",FALSE
"16496",FALSE
"16497",FALSE
"16498",FALSE
"16499",FALSE
"16500",FALSE
"16501",FALSE
"16502",FALSE
"16503",FALSE
"16504",FALSE
"16505",FALSE
"16506",FALSE
"16507",FALSE
"16508",FALSE
"16509",FALSE
"16510",FALSE
"16511",FALSE
"16512",FALSE
"16513",FALSE
"16514",FALSE
"16515",FALSE
"16516",FALSE
"16517",FALSE
"16518",FALSE
"16519",FALSE
"16520",FALSE
"16521",FALSE
"16522",FALSE
"16523",FALSE
"16524",FALSE
"16525",FALSE
"16526",FALSE
"16527",FALSE
"16528",FALSE
"16529",FALSE
"16530",FALSE
"16531",FALSE
"16532",FALSE
"16533",FALSE
"16534",FALSE
"16535",FALSE
"16536",FALSE
"16537",FALSE
"16538",FALSE
"16539",FALSE
"16540",FALSE
"16541",FALSE
"16542",FALSE
"16543",FALSE
"16544",FALSE
"16545",FALSE
"16546",FALSE
"16547",FALSE
"16548",FALSE
"16549",FALSE
"16550",FALSE
"16551",FALSE
"16552",FALSE
"16553",FALSE
"16554",FALSE
"16555",FALSE
"16556",FALSE
"16557",FALSE
"16558",FALSE
"16559",FALSE
"16560",FALSE
"16561",FALSE
"16562",FALSE
"16563",FALSE
"16564",FALSE
"16565",FALSE
"16566",FALSE
"16567",FALSE
"16568",FALSE
"16569",FALSE
"16570",FALSE
"16571",FALSE
"16572",FALSE
"16573",FALSE
"16574",FALSE
"16575",FALSE
"16576",FALSE
"16577",FALSE
"16578",FALSE
"16579",FALSE
"16580",FALSE
"16581",FALSE
"16582",FALSE
"16583",FALSE
"16584",FALSE
"16585",FALSE
"16586",FALSE
"16587",FALSE
"16588",FALSE
"16589",FALSE
"16590",FALSE
"16591",FALSE
"16592",FALSE
"16593",FALSE
"16594",FALSE
"16595",FALSE
"16596",FALSE
"16597",FALSE
"16598",FALSE
"16599",FALSE
"16600",FALSE
"16601",FALSE
"16602",FALSE
"16603",FALSE
"16604",FALSE
"16605",FALSE
"16606",FALSE
"16607",FALSE
"16608",FALSE
"16609",FALSE
"16610",FALSE
"16611",FALSE
"16612",FALSE
"16613",FALSE
"16614",FALSE
"16615",FALSE
"16616",FALSE
"16617",FALSE
"16618",FALSE
"16619",FALSE
"16620",FALSE
"16621",FALSE
"16622",FALSE
"16623",FALSE
"16624",FALSE
"16625",FALSE
"16626",FALSE
"16627",FALSE
"16628",FALSE
"16629",FALSE
"16630",FALSE
"16631",FALSE
"16632",FALSE
"16633",FALSE
"16634",FALSE
"16635",FALSE
"16636",FALSE
"16637",FALSE
"16638",FALSE
"16639",FALSE
"16640",FALSE
"16641",FALSE
"16642",FALSE
"16643",FALSE
"16644",FALSE
"16645",FALSE
"16646",FALSE
"16647",FALSE
"16648",FALSE
"16649",FALSE
"16650",FALSE
"16651",FALSE
"16652",FALSE
"16653",FALSE
"16654",FALSE
"16655",FALSE
"16656",FALSE
"16657",FALSE
"16658",FALSE
"16659",FALSE
"16660",FALSE
"16661",FALSE
"16662",FALSE
"16663",FALSE
"16664",FALSE
"16665",FALSE
"16666",FALSE
"16667",FALSE
"16668",FALSE
"16669",FALSE
"16670",FALSE
"16671",FALSE
"16672",FALSE
"16673",FALSE
"16674",FALSE
"16675",FALSE
"16676",FALSE
"16677",FALSE
"16678",FALSE
"16679",FALSE
"16680",FALSE
"16681",FALSE
"16682",FALSE
"16683",FALSE
"16684",FALSE
"16685",FALSE
"16686",FALSE
"16687",FALSE
"16688",FALSE
"16689",FALSE
"16690",FALSE
"16691",FALSE
"16692",FALSE
"16693",FALSE
"16694",FALSE
"16695",FALSE
"16696",FALSE
"16697",FALSE
"16698",FALSE
"16699",FALSE
"16700",FALSE
"16701",FALSE
"16702",FALSE
"16703",FALSE
"16704",FALSE
"16705",FALSE
"16706",FALSE
"16707",FALSE
"16708",FALSE
"16709",FALSE
"16710",FALSE
"16711",FALSE
"16712",FALSE
"16713",FALSE
"16714",FALSE
"16715",FALSE
"16716",FALSE
"16717",FALSE
"16718",FALSE
"16719",FALSE
"16720",FALSE
"16721",FALSE
"16722",FALSE
"16723",FALSE
"16724",FALSE
"16725",FALSE
"16726",FALSE
"16727",FALSE
"16728",FALSE
"16729",FALSE
"16730",FALSE
"16731",FALSE
"16732",FALSE
"16733",FALSE
"16734",FALSE
"16735",FALSE
"16736",FALSE
"16737",FALSE
"16738",FALSE
"16739",FALSE
"16740",FALSE
"16741",FALSE
"16742",FALSE
"16743",FALSE
"16744",FALSE
"16745",FALSE
"16746",FALSE
"16747",FALSE
"16748",FALSE
"16749",FALSE
"16750",FALSE
"16751",FALSE
"16752",FALSE
"16753",FALSE
"16754",FALSE
"16755",FALSE
"16756",FALSE
"16757",FALSE
"16758",FALSE
"16759",FALSE
"16760",FALSE
"16761",FALSE
"16762",FALSE
"16763",FALSE
"16764",FALSE
"16765",FALSE
"16766",FALSE
"16767",FALSE
"16768",FALSE
"16769",FALSE
"16770",FALSE
"16771",FALSE
"16772",FALSE
"16773",FALSE
"16774",FALSE
"16775",FALSE
"16776",FALSE
"16777",FALSE
"16778",FALSE
"16779",FALSE
"16780",FALSE
"16781",FALSE
"16782",FALSE
"16783",FALSE
"16784",FALSE
"16785",FALSE
"16786",FALSE
"16787",FALSE
"16788",FALSE
"16789",FALSE
"16790",FALSE
"16791",FALSE
"16792",FALSE
"16793",FALSE
"16794",FALSE
"16795",FALSE
"16796",FALSE
"16797",FALSE
"16798",FALSE
"16799",FALSE
"16800",FALSE
"16801",FALSE
"16802",FALSE
"16803",FALSE
"16804",FALSE
"16805",FALSE
"16806",FALSE
"16807",FALSE
"16808",FALSE
"16809",FALSE
"16810",FALSE
"16811",FALSE
"16812",FALSE
"16813",FALSE
"16814",FALSE
"16815",FALSE
"16816",FALSE
"16817",FALSE
"16818",FALSE
"16819",FALSE
"16820",FALSE
"16821",FALSE
"16822",FALSE
"16823",FALSE
"16824",FALSE
"16825",FALSE
"16826",FALSE
"16827",FALSE
"16828",FALSE
"16829",FALSE
"16830",FALSE
"16831",FALSE
"16832",FALSE
"16833",FALSE
"16834",FALSE
"16835",FALSE
"16836",FALSE
"16837",FALSE
"16838",FALSE
"16839",FALSE
"16840",FALSE
"16841",FALSE
"16842",FALSE
"16843",FALSE
"16844",FALSE
"16845",FALSE
"16846",FALSE
"16847",FALSE
"16848",FALSE
"16849",FALSE
"16850",FALSE
"16851",FALSE
"16852",FALSE
"16853",FALSE
"16854",FALSE
"16855",FALSE
"16856",FALSE
"16857",FALSE
"16858",FALSE
"16859",FALSE
"16860",FALSE
"16861",FALSE
"16862",FALSE
"16863",FALSE
"16864",FALSE
"16865",FALSE
"16866",FALSE
"16867",FALSE
"16868",FALSE
"16869",FALSE
"16870",FALSE
"16871",FALSE
"16872",FALSE
"16873",FALSE
"16874",FALSE
"16875",FALSE
"16876",FALSE
"16877",FALSE
"16878",FALSE
"16879",FALSE
"16880",FALSE
"16881",FALSE
"16882",FALSE
"16883",FALSE
"16884",FALSE
"16885",FALSE
"16886",FALSE
"16887",FALSE
"16888",FALSE
"16889",FALSE
"16890",FALSE
"16891",FALSE
"16892",FALSE
"16893",FALSE
"16894",FALSE
"16895",FALSE
"16896",FALSE
"16897",FALSE
"16898",FALSE
"16899",FALSE
"16900",FALSE
"16901",FALSE
"16902",FALSE
"16903",FALSE
"16904",FALSE
"16905",FALSE
"16906",FALSE
"16907",FALSE
"16908",FALSE
"16909",FALSE
"16910",FALSE
"16911",FALSE
"16912",FALSE
"16913",FALSE
"16914",FALSE
"16915",FALSE
"16916",FALSE
"16917",FALSE
"16918",FALSE
"16919",FALSE
"16920",FALSE
"16921",FALSE
"16922",FALSE
"16923",FALSE
"16924",FALSE
"16925",FALSE
"16926",FALSE
"16927",FALSE
"16928",FALSE
"16929",FALSE
"16930",FALSE
"16931",FALSE
"16932",FALSE
"16933",FALSE
"16934",FALSE
"16935",FALSE
"16936",FALSE
"16937",FALSE
"16938",FALSE
"16939",FALSE
"16940",FALSE
"16941",FALSE
"16942",FALSE
"16943",FALSE
"16944",FALSE
"16945",FALSE
"16946",FALSE
"16947",FALSE
"16948",FALSE
"16949",FALSE
"16950",FALSE
"16951",FALSE
"16952",FALSE
"16953",FALSE
"16954",FALSE
"16955",FALSE
"16956",FALSE
"16957",FALSE
"16958",FALSE
"16959",FALSE
"16960",FALSE
"16961",FALSE
"16962",FALSE
"16963",FALSE
"16964",FALSE
"16965",FALSE
"16966",FALSE
"16967",FALSE
"16968",FALSE
"16969",FALSE
"16970",FALSE
"16971",FALSE
"16972",FALSE
"16973",FALSE
"16974",FALSE
"16975",FALSE
"16976",FALSE
"16977",FALSE
"16978",FALSE
"16979",FALSE
"16980",FALSE
"16981",FALSE
"16982",FALSE
"16983",FALSE
"16984",FALSE
"16985",FALSE
"16986",FALSE
"16987",FALSE
"16988",FALSE
"16989",FALSE
"16990",FALSE
"16991",FALSE
"16992",FALSE
"16993",FALSE
"16994",FALSE
"16995",FALSE
"16996",FALSE
"16997",FALSE
"16998",FALSE
"16999",FALSE
"17000",FALSE
"17001",FALSE
"17002",FALSE
"17003",FALSE
"17004",FALSE
"17005",FALSE
"17006",FALSE
"17007",FALSE
"17008",FALSE
"17009",FALSE
"17010",FALSE
"17011",FALSE
"17012",FALSE
"17013",FALSE
"17014",FALSE
"17015",FALSE
"17016",FALSE
"17017",FALSE
"17018",FALSE
"17019",FALSE
"17020",FALSE
"17021",FALSE
"17022",FALSE
"17023",FALSE
"17024",FALSE
"17025",FALSE
"17026",FALSE
"17027",FALSE
"17028",FALSE
"17029",FALSE
"17030",FALSE
"17031",FALSE
"17032",FALSE
"17033",FALSE
"17034",FALSE
"17035",FALSE
"17036",FALSE
"17037",FALSE
"17038",FALSE
"17039",FALSE
"17040",FALSE
"17041",FALSE
"17042",FALSE
"17043",FALSE
"17044",FALSE
"17045",FALSE
"17046",FALSE
"17047",FALSE
"17048",FALSE
"17049",FALSE
"17050",FALSE
"17051",FALSE
"17052",FALSE
"17053",FALSE
"17054",FALSE
"17055",FALSE
"17056",FALSE
"17057",FALSE
"17058",FALSE
"17059",FALSE
"17060",FALSE
"17061",FALSE
"17062",FALSE
"17063",FALSE
"17064",FALSE
"17065",FALSE
"17066",FALSE
"17067",FALSE
"17068",FALSE
"17069",FALSE
"17070",FALSE
"17071",FALSE
"17072",FALSE
"17073",FALSE
"17074",FALSE
"17075",FALSE
"17076",FALSE
"17077",FALSE
"17078",FALSE
"17079",FALSE
"17080",FALSE
"17081",FALSE
"17082",FALSE
"17083",FALSE
"17084",FALSE
"17085",FALSE
"17086",FALSE
"17087",FALSE
"17088",FALSE
"17089",FALSE
"17090",FALSE
"17091",FALSE
"17092",FALSE
"17093",FALSE
"17094",FALSE
"17095",FALSE
"17096",FALSE
"17097",FALSE
"17098",FALSE
"17099",FALSE
"17100",FALSE
"17101",FALSE
"17102",FALSE
"17103",FALSE
"17104",FALSE
"17105",FALSE
"17106",FALSE
"17107",FALSE
"17108",FALSE
"17109",FALSE
"17110",FALSE
"17111",FALSE
"17112",FALSE
"17113",FALSE
"17114",FALSE
"17115",FALSE
"17116",FALSE
"17117",FALSE
"17118",FALSE
"17119",FALSE
"17120",FALSE
"17121",TRUE
"17122",TRUE
"17123",TRUE
"17124",TRUE
"17125",FALSE
"17126",FALSE
"17127",FALSE
"17128",FALSE
"17129",FALSE
"17130",FALSE
"17131",FALSE
"17132",FALSE
"17133",FALSE
"17134",FALSE
"17135",FALSE
"17136",FALSE
"17137",FALSE
"17138",FALSE
"17139",FALSE
"17140",FALSE
"17141",FALSE
"17142",FALSE
"17143",FALSE
"17144",FALSE
"17145",FALSE
"17146",FALSE
"17147",FALSE
"17148",FALSE
"17149",FALSE
"17150",FALSE
"17151",FALSE
"17152",FALSE
"17153",FALSE
"17154",TRUE
"17155",TRUE
"17156",TRUE
"17157",FALSE
"17158",FALSE
"17159",FALSE
"17160",FALSE
"17161",FALSE
"17162",FALSE
"17163",FALSE
"17164",FALSE
"17165",FALSE
"17166",FALSE
"17167",FALSE
"17168",FALSE
"17169",FALSE
"17170",FALSE
"17171",FALSE
"17172",FALSE
"17173",FALSE
"17174",FALSE
"17175",FALSE
"17176",FALSE
"17177",FALSE
"17178",FALSE
"17179",TRUE
"17180",TRUE
"17181",TRUE
"17182",TRUE
"17183",TRUE
"17184",FALSE
"17185",FALSE
"17186",FALSE
"17187",FALSE
"17188",FALSE
"17189",FALSE
"17190",FALSE
"17191",FALSE
"17192",FALSE
"17193",FALSE
"17194",FALSE
"17195",FALSE
"17196",FALSE
"17197",FALSE
"17198",FALSE
"17199",FALSE
"17200",FALSE
"17201",FALSE
"17202",FALSE
"17203",FALSE
"17204",FALSE
"17205",FALSE
"17206",FALSE
"17207",FALSE
"17208",FALSE
"17209",FALSE
"17210",FALSE
"17211",TRUE
"17212",TRUE
"17213",TRUE
"17214",TRUE
"17215",TRUE
"17216",TRUE
"17217",FALSE
"17218",FALSE
"17219",FALSE
"17220",FALSE
"17221",FALSE
"17222",FALSE
"17223",FALSE
"17224",FALSE
"17225",FALSE
"17226",FALSE
"17227",FALSE
"17228",FALSE
"17229",FALSE
"17230",FALSE
"17231",FALSE
"17232",FALSE
"17233",FALSE
"17234",FALSE
"17235",FALSE
"17236",FALSE
"17237",TRUE
"17238",TRUE
"17239",TRUE
"17240",TRUE
"17241",TRUE
"17242",TRUE
"17243",FALSE
"17244",FALSE
"17245",FALSE
"17246",FALSE
"17247",FALSE
"17248",FALSE
"17249",FALSE
"17250",FALSE
"17251",FALSE
"17252",FALSE
"17253",FALSE
"17254",FALSE
"17255",TRUE
"17256",TRUE
"17257",FALSE
"17258",FALSE
"17259",FALSE
"17260",FALSE
"17261",FALSE
"17262",FALSE
"17263",FALSE
"17264",FALSE
"17265",FALSE
"17266",FALSE
"17267",FALSE
"17268",FALSE
"17269",TRUE
"17270",TRUE
"17271",TRUE
"17272",TRUE
"17273",TRUE
"17274",TRUE
"17275",FALSE
"17276",FALSE
"17277",FALSE
"17278",FALSE
"17279",FALSE
"17280",FALSE
"17281",FALSE
"17282",FALSE
"17283",FALSE
"17284",FALSE
"17285",FALSE
"17286",FALSE
"17287",FALSE
"17288",FALSE
"17289",FALSE
"17290",FALSE
"17291",FALSE
"17292",FALSE
"17293",FALSE
"17294",FALSE
"17295",TRUE
"17296",TRUE
"17297",TRUE
"17298",TRUE
"17299",TRUE
"17300",TRUE
"17301",FALSE
"17302",FALSE
"17303",FALSE
"17304",FALSE
"17305",FALSE
"17306",FALSE
"17307",FALSE
"17308",FALSE
"17309",FALSE
"17310",FALSE
"17311",FALSE
"17312",FALSE
"17313",TRUE
"17314",TRUE
"17315",FALSE
"17316",FALSE
"17317",FALSE
"17318",FALSE
"17319",FALSE
"17320",FALSE
"17321",FALSE
"17322",FALSE
"17323",FALSE
"17324",FALSE
"17325",FALSE
"17326",FALSE
"17327",TRUE
"17328",TRUE
"17329",TRUE
"17330",TRUE
"17331",TRUE
"17332",TRUE
"17333",FALSE
"17334",FALSE
"17335",FALSE
"17336",FALSE
"17337",FALSE
"17338",FALSE
"17339",FALSE
"17340",FALSE
"17341",FALSE
"17342",FALSE
"17343",FALSE
"17344",FALSE
"17345",FALSE
"17346",FALSE
"17347",FALSE
"17348",FALSE
"17349",FALSE
"17350",FALSE
"17351",FALSE
"17352",FALSE
